,loadingOrder,Port,longitude,latitude,longitude_int,latitude_int
4925,KB494965502600,MATNG,-9.464133,37.406483,-9,37
4926,IR462630115573,MATNG,-5.539582,35.863572999999995,-5,35
4927,FN557024080002,MATNG,-5.539695,35.863007,-5,35
4928,FY960366369796,MATNG,-5.539582,35.863572999999995,-5,35
4929,EK954118929716,MATNG,-5.539582,35.863572999999995,-5,35
4930,PQ873791451692,MATNG,-9.741003,33.162405,-9,33
4931,JI361135730483,MATNG,-5.539718,35.862987,-5,35
4932,HL352385455820,MATNG,-5.539955,35.863678,-5,35
4933,KT560276063339,MATNG,-5.539955,35.863678,-5,35
4934,BI553953684985,MATNG,-5.539718,35.862987,-5,35
4935,ZR532061720703,MATNG,-9.277603,36.836988,-9,36
4936,BW376742026518,MATNG,-5.539955,35.863678,-5,35
4937,HU717622706352,MATNG,-5.539695,35.863007,-5,35
4938,EJ970709595148,MATNG,-5.539582,35.863572999999995,-5,35
4939,GO520977529709,MATNG,-5.536985,35.870072,-5,35
4940,BI291657244450,MATNG,-5.539582,35.863572999999995,-5,35
4941,HG963784693618,MBABANE,31.025116999999998,-29.882933,31,-29
4942,LZ840420629625,MBABANE,31.026092,-29.87639,31,-29
4943,SD465264394818,MELBOURNE,144.912713,-37.813358,144,-37
4944,LY210897804767,MELBOURNE,144.912707,-37.813328000000006,144,-37
4945,ZJ844399678163,MELBOURNE,144.912905,-37.81054,144,-37
4946,OB218231203190,MELBOURNE,144.913593,-37.818767,144,-37
4947,BQ836092699382,MGTMM,49.427075,-18.151062,49,-18
4948,FQ995575593618,MGTMM,49.427302000000005,-18.151,49,-18
4949,JO664535762841,MGTMM,49.427603000000005,-18.151157,49,-18
4950,GV254266789916,MGTMM,49.426522999999996,-18.149713000000002,49,-18
4951,UE261053684671,MGTMM,49.427075,-18.151062,49,-18
4952,VY108178149121,MGTMM,49.427333000000004,-18.150333,49,-18
4953,VF599760393040,MGVOH,57.491778000000004,-20.140397,57,-20
4954,VD314642821601,MMRGN,96.248333,16.665,96,16
4955,CQ231089870360,MMRGN,96.249362,16.665192,96,16
4956,IQ492318311963,MMRGN,96.249875,16.664604999999998,96,16
4957,JO210857979906,MMRGN,96.166653,16.763354999999997,96,16
4958,PZ114070855265,MMRGN,96.319022,16.364467,96,16
4959,TK998932146424,MMRGN,96.248667,16.666,96,16
4960,EZ128277037916,MMRGN,96.24939499999999,16.665117000000002,96,16
4961,ZN414537273233,MMRGN,96.223813,16.689120000000003,96,16
4962,KQ386399781148,MMRGN,96.600105,13.587435000000001,96,13
4963,GB780334494870,MMRGN,96.24953000000001,16.665223,96,16
4964,VL565140620455,MMRGN,96.249187,16.665698000000003,96,16
4965,QW854656013343,MMRGN,96.249162,16.665635,96,16
4966,OA204925358397,MMRGN,96.344,16.004213,96,16
4967,QY108703685757,MMRGN,96.155435,16.766317,96,16
4968,WW833915818005,MMRGN,96.249175,16.665627999999998,96,16
4969,ZW548270874607,MMRGN,96.249187,16.665698000000003,96,16
4970,UW355802427715,MMRGN,96.2496,16.665057,96,16
4971,WU869307733143,MMRGN,96.344,16.004213,96,16
4972,WU605587516482,MMRGN,96.248173,16.66638,96,16
4973,GZ377075374678,MMRGN,96.249115,16.665602,96,16
4974,RG764033843025,MMRGN,96.248648,16.665897,96,16
4975,KF643868806285,MMRGN,96.166653,16.763354999999997,96,16
4976,KF586588728171,MMRGN,96.249875,16.664604999999998,96,16
4977,WS433622755607,MMRGN,96.248333,16.665,96,16
4978,NT545499825647,MMRGN,96.248053,16.666373,96,16
4979,RP873092263968,MMRGN,96.248688,16.66589,96,16
4980,GB941796218457,MMRGN,96.248667,16.665833,96,16
4981,WN892619328492,MMRGN,96.249162,16.665635,96,16
4982,TI912567680694,MMRGN,96.248593,16.665923,96,16
4983,QG297514800129,MMRGN,96.248333,16.665,96,16
4984,XR844274097877,MMRGN,96.248677,16.665942,96,16
4985,CY628673936446,MMRGN,96.257228,16.651788,96,16
4986,TI431387243890,MMRGN,96.249127,16.66564,96,16
4987,SN255218137925,MMRGN,96.224027,16.7088,96,16
4988,HT515721640298,MMRGN,96.248667,16.665833,96,16
4989,XI574585270767,MMRGN,96.24965999999999,16.664997,96,16
4990,RK735752081292,MMRGN,96.249103,16.665622,96,16
4991,EA615826395343,MMRGN,96.21824000000001,16.744773000000002,96,16
4992,KS508945425510,MMRGN,96.24816700000001,16.666332999999998,96,16
4993,KS362116207458,MMRGN,96.248995,16.66564,96,16
4994,IN501483641994,MMRGN,96.24864000000001,16.66584,96,16
4995,TZ100515032109,MMRGN,96.247667,16.667167000000003,96,16
4996,HV791863779581,MMRGN,96.248667,16.665833,96,16
4997,WO740733543828,MMRGN,96.248173,16.66638,96,16
4998,QQ105546431237,MMRGN,96.24953000000001,16.665223,96,16
4999,HD976553563801,MMRGN,96.249493,16.665225,96,16
5000,WB292938112331,MMRGN,96.249813,16.664907,96,16
5001,YZ274015220184,MMRGN,96.344,16.004213,96,16
5002,JL551660899104,MMRGN,96.248667,16.665833,96,16
5003,YQ453293823470,MMRGN,96.24916999999999,16.654637,96,16
5004,RZ248473689502,MMRGN,96.248173,16.66638,96,16
5005,OR407108654351,MMRGN,96.24861800000001,16.665960000000002,96,16
5006,UI711581168408,MMRGN,96.24911800000001,16.665551999999998,96,16
5007,BY969784430765,MMRGN,96.4604,16.042907,96,16
5008,PI611746504111,MMRGN,96.249813,16.664907,96,16
5009,OX363926265049,MMRGN,96.24965999999999,16.664997,96,16
5010,LT791103883330,MMRGN,96.344,16.004213,96,16
5011,NH410289413078,MMRGN,96.21824000000001,16.744773000000002,96,16
5012,MD171625131787,MMRGN,96.249187,16.665698000000003,96,16
5013,CI811566049182,MMRGN,96.299467,16.30688,96,16
5014,BC902560011844,MMRGN,96.24951800000001,16.665213,96,16
5015,TO119932550633,MMRGN,96.224347,16.730907000000002,96,16
5016,PQ809685182519,MMRGN,96.249542,16.664967,96,16
5017,UJ937043132802,MMRGN,96.24749200000001,16.667028,96,16
5018,BF247182029909,MMRGN,96.249915,16.664587,96,16
5019,OO781870915408,MMRGN,96.248667,16.665833,96,16
5020,PQ214892281282,MMRGN,96.248188,16.666352,96,16
5021,CD522721577733,MMRGN,96.247512,16.667061999999998,96,16
5022,JI663384531138,MMRGN,96.248008,16.666582000000002,96,16
5023,RV881347869739,MMRGN,96.248667,16.665833,96,16
5024,IG389752682803,MMRGN,96.249175,16.665627999999998,96,16
5025,ZI909298128549,MMRGN,96.248667,16.665833,96,16
5026,MK338882764456,MMRGN,96.120203,16.799975,96,16
5027,RT668278898314,MMRGN,96.249127,16.66564,96,16
5028,MU419073916503,MMRGN,96.600105,13.587435000000001,96,13
5029,SE458261312682,MMRGN,96.247667,16.667167000000003,96,16
5030,FN774936362527,MMRGN,96.152,16.767093,96,16
5031,IX670613652159,MMRGN,96.24752,16.66702,96,16
5032,GS901375409806,MMRGN,96.249493,16.665232999999997,96,16
5033,CM789660394364,MMRGN,96.249103,16.665645,96,16
5034,II686667168104,MMRGN,96.248667,16.666,96,16
5035,SD217279686592,MMRGN,96.249103,16.665622,96,16
5036,PD448547366608,MMRGN,96.380747,15.9364,96,15
5037,PU448214154847,MMRGN,96.133333,16.771667,96,16
5038,LR120997308268,MMRGN,96.344,16.004213,96,16
5039,JJ702587866107,MMRGN,96.24941700000001,16.665165,96,16
5040,GR908194615718,MMRGN,96.224027,16.7088,96,16
5041,PT320526888258,MMRGN,96.248333,16.665,96,16
5042,MM153387815375,MMRGN,96.248667,16.665833,96,16
5043,EM660378495056,MMRGN,96.248173,16.66638,96,16
5044,LR859561896917,MMRGN,96.24816700000001,16.666332999999998,96,16
5045,BM641029552134,MMRGN,96.248667,16.666,96,16
5046,YU264374329527,MMRGN,96.24847199999999,16.66606,96,16
5047,JM153468112610,MMRGN,96.133333,16.771667,96,16
5048,KE578929869283,MODJO_ETHIOPIA,43.106635,11.598567,43,11
5049,DX207146715989,MRNKC,-16.030735,17.98604,-16,17
5050,NO971876406624,MRNKC,-16.027163,17.986835,-16,17
5051,ND114834687079,MRNKC,-16.030676999999997,17.986063,-16,17
5052,PO951035248056,MRNKC,-16.030145,17.988863000000002,-16,17
5053,DW197923227632,MRNKC,-16.029218,17.986828,-16,17
5054,VY772199125705,MRNKC,-16.036279999999998,17.989643,-16,17
5055,UC486738406073,MRNKC,-16.03076,17.986076999999998,-16,17
5056,UG373501346407,MRNOU,-2.89312,36.208693,-2,36
5057,LX987472656763,MTMLA,19.115273000000002,32.803138,19,32
5058,AN816773314999,MTMLA,19.033238,32.858816999999995,19,32
5059,EN166717805171,MTMLA,19.033238,32.858816999999995,19,32
5060,DX884007744598,MUPLU,57.49264,-20.140267,57,-20
5061,XP150352535770,MUPLU,57.493930000000006,-20.139236999999998,57,-20
5062,AH792277811508,MUPLU,57.49165,-20.140118,57,-20
5063,IA576273046825,MUPLU,57.493930000000006,-20.139236999999998,57,-20
5064,BU268500114880,MUPLU,56.329390000000004,-21.063354999999998,56,-21
5065,ZT977059844249,MUPLU,57.490396999999994,-20.141065,57,-20
5066,GO548035402349,MUPLU,57.493359999999996,-20.139947,57,-20
5067,DM182564314743,MUPLU,57.493165000000005,-20.14004,57,-20
5068,RX524090638524,MUPLU,57.491767,-20.140932,57,-20
5069,TG347313392976,MUPLU,57.490396999999994,-20.141065,57,-20
5070,DJ329543319481,MUPLU,57.491721999999996,-20.140888,57,-20
5071,EU300144850068,MUPLU,57.492982999999995,-20.140317,57,-20
5072,XG888704693722,MUPLU,57.491767,-20.140883,57,-20
5073,QT848744458901,MUPLU,57.49208,-20.14,57,-20
5074,ZA209160707479,MUPLU,57.491690000000006,-20.141037,57,-20
5075,ND176591343931,MUPLU,57.493280000000006,-20.140042,57,-20
5076,YA551202373634,MUPLU,57.492603,-20.14045,57,-20
5077,GM118238326527,MUPLU,57.492213,-20.140773,57,-20
5078,FQ971525796618,MUPLU,57.492982999999995,-20.140317,57,-20
5079,DP863930978280,MUPLU,57.490869999999994,-20.139725,57,-20
5080,JG225497769204,MUPLU,57.492321999999994,-20.140475,57,-20
5081,OE775100605845,MUPLU,57.492484999999995,-20.139833,57,-20
5082,HD961466469696,MUPLU,57.490869999999994,-20.139725,57,-20
5083,VR417146342708,MUPLU,57.493515,-20.139888,57,-20
5084,WH696256473502,MUPLU,57.49326,-20.140088000000002,57,-20
5085,SD556643384553,MUPLU,57.49165,-20.140118,57,-20
5086,PV673147590629,MUPLU,57.493930000000006,-20.139236999999998,57,-20
5087,RB731755048775,MUPLU,57.490398,-20.138907,57,-20
5088,JS615103363780,MUPLU,56.205707999999994,-21.173697,56,-21
5089,ZO881884275802,MUPLU,57.491762,-20.141068,57,-20
5090,YD507909501908,MUPLU,57.491707,-20.140987,57,-20
5091,TT997312324134,MUPLU,57.491062,-20.139267,57,-20
5092,FA613483721059,MUPLU,57.490497,-20.139979999999998,57,-20
5093,BE937061660189,MUPLU,57.491742,-20.141105,57,-20
5094,NK767383478984,MUPLU,57.49208,-20.14,57,-20
5095,OY743618853597,MUPLU,57.493087,-20.139753,57,-20
5096,HO725735167749,MVMLE,73.50580500000001,4.180985,73,4
5097,FW251525989060,MVMLE,73.496403,4.184595,73,4
5098,QS705803959220,MVMLE,73.503167,4.1875,73,4
5099,YW829698313391,MVMLE,73.506232,4.1815430000000005,73,4
5100,KS317152073858,MVMLE,73.506037,4.181123,73,4
5101,VI653652146955,MVMLE,73.515615,4.248058,73,4
5102,UH425745192194,MVMLE,73.500187,4.1864349999999995,73,4
5103,MW835319858587,MVMLE,73.507313,4.188505,73,4
5104,GW291849334174,MVMLE,73.506102,4.1809769999999995,73,4
5105,MS751072778395,MVMLE,73.54766,4.269702,73,4
5106,KN347931564453,MVMLE,73.498212,4.18886,73,4
5107,KM505039029401,MVMLE,73.506085,4.181362,73,4
5108,XW715209224518,MVMLE,73.498678,4.18746,73,4
5109,TS436745279745,MVMLE,73.49839300000001,4.182392,73,4
5110,JR982526639523,MVMLE,73.50564,4.184444999999999,73,4
5111,QP913516235677,MVMLE,73.506232,4.1815430000000005,73,4
5112,PM600786193562,MVMLE,73.506003,4.180975,73,4
5113,ER896658275898,MVMLE,73.50183299999999,4.189667,73,4
5114,OP812453898664,MVMLE,73.50495699999999,4.180623000000001,73,4
5115,EG815985359182,MVMLE,73.505967,4.181166999999999,73,4
5116,WI314892415501,MVMLE,73.62976,4.289047,73,4
5117,CU888986230840,MVMLE,73.499282,4.19223,73,4
5118,AO728878937657,MVMLE,73.49916999999999,4.181842,73,4
5119,CJ206245820375,MVMLE,73.505045,4.180587,73,4
5120,RI230536923327,MVMLI,73.505022,4.1805900000000005,73,4
5121,PZ157676667709,MXLZC,-102.145227,17.891067,-102,17
5122,RH239002568577,MXLZC,-102.14995,17.902117,-102,17
5123,GP720387424598,MXLZC,-102.17222199999999,17.975547,-102,17
5124,SB718542312698,MXLZC,-102.14995,17.902117,-102,17
5125,RB107388867800,MXLZC,-102.14995,17.902117,-102,17
5126,VK132240286581,MXLZC,-102.171307,17.957547,-102,17
5127,TX633120329938,MXLZC,-102.17116700000001,17.956833,-102,17
5128,BL212048226711,MXLZC,-102.171307,17.957547,-102,17
5129,TG833971440900,MXLZC,-102.145227,17.891067,-102,17
5130,CU691513166401,MXLZC,-102.171307,17.957547,-102,17
5131,BN789568931080,MXLZC,-102.15745,17.845482999999998,-102,17
5132,DP803196146531,MXLZC,-102.171285,17.957285,-102,17
5133,NB208521054938,MXLZC,-102.14995,17.902117,-102,17
5134,YG942199079679,MXLZC,-102.17145,17.955582999999997,-102,17
5135,PF397608090064,MXLZC,-102.171367,17.955,-102,17
5136,QP842498730701,MXLZC,-101.79306700000001,17.510133,-101,17
5137,MH458800086826,MXLZC,-102.15745,17.845482999999998,-102,17
5138,UC185989976615,MXLZC,-102.171285,17.957285,-102,17
5139,QF930540011889,MXLZC,-102.15745,17.845482999999998,-102,17
5140,YA914876580547,MXLZC,-102.145227,17.891067,-102,17
5141,YC394077433551,MXLZC,-102.17145,17.955582999999997,-102,17
5142,RY313253484908,MXLZC,-102.15745,17.845482999999998,-102,17
5143,UY694404557124,MXLZC,-102.171367,17.955,-102,17
5144,YQ604601616351,MXLZC,-102.171307,17.957547,-102,17
5145,YI730410118432,MXLZC,-102.171285,17.957285,-102,17
5146,YB959900670085,MXZLO,-104.296212,19.060403,-104,19
5147,OY499109560098,MXZLO,-104.296538,19.058002,-104,19
5148,QZ302369245605,MXZLO,-104.291653,19.069147,-104,19
5149,NY866990302137,MXZLO,-104.296273,19.058158,-104,19
5150,PQ436051428125,MXZLO,-104.296212,19.060403,-104,19
5151,YC188416598253,MXZLO,-104.2965,19.058167,-104,19
5152,TY678118132063,MXZLO,-104.295857,19.058395,-104,19
5153,UY281339684437,MXZLO,-104.292102,19.066135,-104,19
5154,ZH151511414153,MXZLO,-104.295857,19.058395,-104,19
5155,ZY989876486292,MXZLO,-104.296127,19.057925,-104,19
5156,ZO811542006703,MXZLO,-104.295857,19.058395,-104,19
5157,RO923977415465,MXZLO,-104.293153,19.061158,-104,19
5158,TP722441612213,MXZLO,-104.296347,19.05784,-104,19
5159,ZH138591721780,MXZLO,-104.292102,19.066135,-104,19
5160,NZ174727528765,MXZLO,-104.296212,19.060403,-104,19
5161,XS194340778180,MXZLO,-104.29167199999999,19.069177,-104,19
5162,RW192494077215,MXZLO,-104.29294,19.065535,-104,19
5163,UC203448208853,MXZLO,-104.296538,19.058002,-104,19
5164,WU478537849031,MXZLO,-104.292177,19.066192,-104,19
5165,RX405789312274,MXZLO,-104.294358,19.061045,-104,19
5166,PE323361839580,MXZLO,-104.293175,19.065653,-104,19
5167,YA148352436723,MXZLO,-104.295857,19.058395,-104,19
5168,RJ740448651050,MXZLO,-104.29464,19.062842,-104,19
5169,PF159259347243,MXZLO,-104.299498,19.059897,-104,19
5170,TO482952802220,MXZLO,-104.296212,19.060403,-104,19
5171,XD838430355372,MXZLO,-104.29464,19.062842,-104,19
5172,ZD573781467569,MXZLO,-104.292233,19.06624,-104,19
5173,UU877669347486,MXZLO,-104.29464,19.062842,-104,19
5174,PZ933069279062,MXZLO,-104.296273,19.058158,-104,19
5175,PG316982510514,MXZLO,-102.43705200000001,17.881577,-102,17
5176,TK589907213446,MXZLO,-104.299498,19.059897,-104,19
5177,VO916059530092,MXZLO,-104.291688,19.069605,-104,19
5178,VX607967774009,MXZLO,-104.29464,19.062842,-104,19
5179,YF517103165443,MXZLO,-104.296667,19.059333,-104,19
5180,WW880087937072,MXZLO,-104.291972,19.069662,-104,19
5181,TM122236039825,MXZLO,-104.2915,19.069833,-104,19
5182,VN582018924068,MXZLO,-104.295727,19.058213000000002,-104,19
5183,TM500146741024,MXZLO,-104.293118,19.060782999999997,-104,19
5184,YY507705872815,MXZLO,-104.296347,19.05784,-104,19
5185,PM599130548088,MXZLO,-104.2928,19.067933,-104,19
5186,YY670116856210,MXZLO,-104.299498,19.059897,-104,19
5187,XN921183089461,MXZLO,-104.29185,19.069587,-104,19
5188,UC853007770001,MXZLO,-102.699787,17.913707000000002,-102,17
5189,UH610585211040,MXZLO,-104.293175,19.065653,-104,19
5190,YR142336963204,MXZLO,-104.291815,19.069187,-104,19
5191,SW266029525081,MXZLO,-104.292252,19.0659,-104,19
5192,VF314066198941,MXZLO,-104.292288,19.065763,-104,19
5193,SK532068532344,MXZLO,-103.41232,18.15616,-103,18
5194,AA191175561416,MXZLO,-104.29963000000001,19.059593,-104,19
5195,GL745541978539,MXZLO,-104.291815,19.069187,-104,19
5196,LJ673168669330,MXZLO,-104.291712,19.069878,-104,19
5197,LQ880357467069,MXZLO,-104.29975300000001,19.059442999999998,-104,19
5198,GM719132244669,MXZLO,-104.291717,19.070467,-104,19
5199,KP788254812861,MXZLO,-104.296538,19.058002,-104,19
5200,KS121198969520,MXZLO,-104.295857,19.058395,-104,19
5201,GQ813141302460,MXZLO,-104.29975,19.059517,-104,19
5202,NT993371930373,MXZLO,-104.292202,19.06608,-104,19
5203,NI357612018474,MXZLO,-104.292288,19.065763,-104,19
5204,EP601335666318,MXZLO,-102.699787,17.913707000000002,-102,17
5205,KS297769809455,MXZLO,-104.291712,19.069878,-104,19
5206,AU207145267171,MXZLO,-104.292312,19.065797,-104,19
5207,LV187748700628,MXZLO,-104.293175,19.065653,-104,19
5208,NQ425979120426,MXZLO,-104.294388,19.061095,-104,19
5209,NU657854812601,MXZLO,-104.296573,19.057963,-104,19
5210,EC694609335020,MXZLO,-104.296538,19.058002,-104,19
5211,LV587714340586,MXZLO,-104.291608,19.069535000000002,-104,19
5212,DQ820007575657,MXZLO,-104.29639,19.058020000000003,-104,19
5213,HB531568024287,MXZLO,-104.296667,19.059333,-104,19
5214,FO531217239873,MXZLO,-104.296667,19.059333,-104,19
5215,BG120887788439,MXZLO,-108.1672,21.020633,-108,21
5216,GI754597530212,MXZLO,-104.291833,19.069667000000003,-104,19
5217,LL904699956978,MXZLO,-104.296538,19.058002,-104,19
5218,DS184585386680,MXZLO,-104.29167199999999,19.069177,-104,19
5219,BM359067274733,MXZLO,-104.292102,19.066135,-104,19
5220,BK981749718641,MXZLO,-104.296667,19.059333,-104,19
5221,KJ669162413593,MXZLO,-104.296212,19.060403,-104,19
5222,DK560311623680,MXZLO,-104.296273,19.058158,-104,19
5223,DK101829958874,MXZLO,-104.292202,19.06608,-104,19
5224,GC883376815016,MXZLO,-104.296667,19.059333,-104,19
5225,FX611041201200,MXZLO,-104.296573,19.057963,-104,19
5226,BG418658747879,MXZLO,-104.299713,19.059822,-104,19
5227,BK774048628829,MXZLO,-104.299498,19.059897,-104,19
5228,LJ870744445188,MXZLO,-104.296212,19.060403,-104,19
5229,DD793231597716,MXZLO,-102.173377,17.930208,-102,17
5230,DD233473422625,MXZLO,-104.296573,19.057963,-104,19
5231,GG916165790086,MXZLO,-104.296538,19.058002,-104,19
5232,KC146440717738,MXZLO,-104.292463,19.065773,-104,19
5233,DC406805009204,MXZLO,-104.29464,19.062842,-104,19
5234,KT979072154923,MXZLO,-102.304375,17.864695,-102,17
5235,HG629547869825,MXZLO,-104.299498,19.059897,-104,19
5236,DQ983382315658,MXZLO,-104.294358,19.061045,-104,19
5237,BP793435566760,MXZLO,-104.296328,19.057962,-104,19
5238,LF383636262463,MXZLO,-104.29167199999999,19.069177,-104,19
5239,CA939455313964,MXZLO,-104.29639,19.058020000000003,-104,19
5240,LF309864263260,MXZLO,-104.295857,19.058395,-104,19
5241,BZ485940251686,MXZLO,-104.29619,19.057843,-104,19
5242,HZ399648288126,MXZLO,-104.296573,19.057963,-104,19
5243,FF340109289887,MXZLO,-104.29185,19.069587,-104,19
5244,AX121943322046,MXZLO,-104.29619,19.057843,-104,19
5245,MX737762286824,MXZLO,-104.351832,19.050657,-104,19
5246,BV874211308307,MXZLO,-104.29639,19.058020000000003,-104,19
5247,BS916375459678,MXZLO,-104.295857,19.058395,-104,19
5248,BS106735774039,MXZLO,-104.291788,19.069387,-104,19
5249,EU955262959589,MXZLO,-104.292288,19.065763,-104,19
5250,BS836146650509,MXZLO,-104.2964,19.058217000000003,-104,19
5251,NX162932328607,MXZLO,-104.292102,19.066135,-104,19
5252,AZ165684400071,MXZLO,-104.294358,19.061045,-104,19
5253,CC308754281069,MXZLO,-104.296337,19.05784,-104,19
5254,CC440953430042,MXZLO,-104.296382,19.058510000000002,-104,19
5255,MX968420575874,MXZLO,-104.29233,19.065945000000003,-104,19
5256,EE308142973362,MXZLO,-104.295857,19.058395,-104,19
5257,ED919086125715,MXZLO,-104.291712,19.069878,-104,19
5258,LZ721884902381,MXZLO,-104.296538,19.058002,-104,19
5259,AU809825861449,MXZLO,-104.299283,19.061195,-104,19
5260,HR177814410659,MXZLO,-104.292588,19.065637,-104,19
5261,CL769482576457,MXZLO,-104.291825,19.069693,-104,19
5262,BD203889869580,MXZLO,-104.299637,19.059573,-104,19
5263,HP976023634269,MXZLO,-104.293175,19.065653,-104,19
5264,FK324111283663,MXZLO,-104.291722,19.069025,-104,19
5265,HN243647397835,MXZLO,-104.296127,19.057925,-104,19
5266,ED820514068017,MXZLO,-104.292177,19.066192,-104,19
5267,IW349203242710,MXZLO,-104.291945,19.069672,-104,19
5268,SV867867067406,MYKUC,110.03232,2.5852,110,2
5269,DK112276528059,MYPEN,100.359317,5.424517,100,5
5270,EW800682868606,MYPKE,101.35583299999999,3.016,101,3
5271,VW107364210130,MYPKE,101.356133,3.012433,101,3
5272,FY179891217092,MYPKE,101.356027,3.012603,101,3
5273,FS829913648178,MYPKE,101.356673,3.023102,101,3
5274,EY112782268055,MYPKE,103.62701700000001,1.20305,103,1
5275,BH718119574486,MYPKE,101.35583299999999,3.016,101,3
5276,QY411642423436,MYPKE,101.356667,3.01385,101,3
5277,FE350825484173,MYPKE,101.356833,3.021817,101,3
5278,FV120100388543,MYPKE,101.35633299999999,3.013667,101,3
5279,VN732054527864,MYPKE,101.35675,3.014983,101,3
5280,FM511458262288,MYPKE,101.356882,3.036432,101,3
5281,ZW909820625659,MYPKE,101.356375,3.012573,101,3
5282,FP723402570787,MYPKE,101.35665,3.0139669999999996,101,3
5283,NM565695234428,MYPKE,101.356532,3.012913,101,3
5284,VH987740912018,MYPKE,101.356133,3.0120880000000003,101,3
5285,ZZ992682575994,MYPKE,101.21955,2.797533,101,2
5286,RD892353834959,MYPKE,101.35708299999999,3.0268,101,3
5287,HS586063440082,MYPKE,101.355963,3.01468,101,3
5288,ZY469810097282,MYPKE,101.35685,3.0279,101,3
5289,IZ964928738121,MYPKE,101.21955,2.797533,101,2
5290,IZ835166151029,MYPKE,101.356882,3.036432,101,3
5291,TH440269005340,MYPKE,101.355333,3.036667,101,3
5292,SG173919215763,MYPKE,101.219483,2.7978,101,2
5293,TE134615307383,MYPKE,101.35633299999999,3.012667,101,3
5294,NE135469890998,MYPKE,101.35583299999999,3.016,101,3
5295,IU160891302893,MYPKE,101.356133,3.012433,101,3
5296,TC359617085873,MYPKE,101.356667,3.0216,101,3
5297,IB883336557137,MYPKE,101.356133,3.0120880000000003,101,3
5298,SZ933552477712,MYPKE,101.356027,3.012603,101,3
5299,IC745863202759,MYPKE,101.356617,3.014983,101,3
5300,IR930888594792,MYPKE,101.281452,2.912418,101,2
5301,IF593879817126,MYPKE,101.3565,3.015,101,3
5302,SU687223876415,MYPKE,101.356133,3.012433,101,3
5303,BA553235321543,MYPKE,101.356783,3.021617,101,3
5304,IP119624833437,MYPKE,101.35588299999999,3.02395,101,3
5305,SN386637624645,MYPKE,101.356133,3.012433,101,3
5306,SC450286699921,MYPKE,101.281187,2.912353,101,2
5307,TN779575066615,MYPKE,101.35583299999999,3.016,101,3
5308,RW258986103235,MYPKE,101.356883,3.0280669999999996,101,3
5309,AU250920147447,MYPKE,101.35468,3.0124869999999997,101,3
5310,GB498454970704,MYPKE,101.356882,3.036432,101,3
5311,UV576713456633,MYPKE,101.356783,3.021617,101,3
5312,UU664363305107,MYPKE,101.356033,3.0144330000000004,101,3
5313,ZD728060341923,MYPKE,104.757983,1.922467,104,1
5314,GE823321011924,MYPKE,101.24576,2.669947,101,2
5315,KF616466795701,MYPKE,101.281187,2.912353,101,2
5316,GF671162887011,MYPKE,101.356783,3.021617,101,3
5317,MY785080859525,MYPKE,101.3568,3.026767,101,3
5318,RJ233801576754,MYPKE,101.21955,2.797533,101,2
5319,KI533493369472,MYPKE,101.356667,3.013983,101,3
5320,JY358637267266,MYPKE,101.35468,3.0124869999999997,101,3
5321,UH176313548468,MYPKE,101.356667,3.01385,101,3
5322,GQ794802002152,MYPKE,101.3547,3.013667,101,3
5323,OM239563111416,MYPKE,101.35503299999999,3.0125830000000002,101,3
5324,RN524958899648,MYPKE,101.356783,3.021617,101,3
5325,OS888795468111,MYPKE,101.356133,3.0120880000000003,101,3
5326,NX271925441229,MYPKE,101.35685,3.0279,101,3
5327,GW843098778911,MYPKE,101.356027,3.012603,101,3
5328,BE755918783914,MYPKE,101.35633299999999,3.013667,101,3
5329,TY618017311821,MYPKE,101.3563,3.01255,101,3
5330,UJ227352630507,MYPKE,101.35633299999999,3.015,101,3
5331,EN927175225464,MYPKE,101.356817,3.024167,101,3
5332,VW133032232880,MYPKE,101.356172,3.014095,101,3
5333,YI198761579856,MYPKE,101.356033,3.0144330000000004,101,3
5334,LH923683357060,MYPKE,101.307583,2.63955,101,2
5335,LX360089639730,MYPKE,101.356375,3.012573,101,3
5336,ZA294100037542,MYPKE,101.356133,3.012433,101,3
5337,ZS582164327076,MYPKE,103.526608,1.166985,103,1
5338,XQ758060600160,MYPKE,101.35640500000001,3.028882,101,3
5339,YW462507761646,MYPKE,101.356375,3.012573,101,3
5340,CO685693676822,MYPKE,101.356415,3.021475,101,3
5341,CD523079141539,MYPKE,101.356532,3.012913,101,3
5342,WS840359696678,MYPKE,101.356133,3.012433,101,3
5343,ZS656366166022,MYPKE,101.356667,3.01385,101,3
5344,LP883605168160,MYPKE,101.3547,3.013667,101,3
5345,BK908994078155,MYPKE,101.35588299999999,3.02395,101,3
5346,MU326386499898,MYPKE,101.3568,3.0332169999999996,101,3
5347,MC455199048870,MYPKE,101.355333,3.036667,101,3
5348,OC873614433627,MYPKE,101.356033,3.0144330000000004,101,3
5349,YV426511834710,MYPKE,101.355813,3.012223,101,3
5350,DN202183854296,MYPKE,101.35503299999999,3.0125830000000002,101,3
5351,DB463508766953,MYPKE,101.355333,3.036667,101,3
5352,PN130654599723,MYPKE,101.356675,3.016438,101,3
5353,XB982932491759,MYPKE,101.356277,3.012548,101,3
5354,DJ274860501264,MYPKE,101.3568,3.026767,101,3
5355,DG494567986910,MYPKE,101.356532,3.012913,101,3
5356,OC300116976171,MYPKE,101.281452,2.912418,101,2
5357,PX714788157375,MYPKE,101.35615,3.012667,101,3
